transaction_id,date,agency,vendor_id,contract_type,amount,description,currency,is_anomaly
b1bc4605,2025-07-27,Ministry of Rural Development,Rail Vikas Nigam Ltd,Item Rate,236999.14,Skill development training program,INR,0
eb31ec68,2025-05-18,Ministry of Defence,Adani Enterprises,Item Rate,2878775.3,Maintenance of cantonment roads,INR,0
7d372b49,2025-07-16,Ministry of Health & Family Welfare,GMR Infrastructure,Item Rate,252197.59,Procurement of vaccines,INR,0
30e7ef07,2025-03-16,Ministry of Defence,GMR Infrastructure,EPC (Engineering Procurement Construction),2919217.08,Supply of high-altitude clothing,INR,0
746b0e68,2025-12-09,CPWD (Central Public Works Department),Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),3668237.85,Electrical maintenance of Nirman Bhawan,INR,0
22b65734,2025-08-27,Ministry of Defence,Hindustan Construction Co,Consultancy,69352.9,Procurement of spare parts for vehicles,INR,0
ff0ede41,2025-05-16,CPWD (Central Public Works Department),Wipro Government Solutions,Consultancy,17974.53,Electrical maintenance of Shastri Bhawan,INR,0
fc973c55,2026-01-04,Ministry of Rural Development,GMR Infrastructure,Consultancy,456544.62,Skill development training program,INR,0
e8c2d9a2,2026-01-01,Ministry of Health & Family Welfare,Patanjali Ayurved,Lump Sum,336433.61,Supply of medical equipment for AIIMS,INR,0
ab714b9e,2025-10-11,Ministry of Health & Family Welfare,Wipro Government Solutions,Consultancy,777749.6,Supply of medical equipment for AIIMS,INR,0
2b1165ab,2025-03-10,Ministry of Railways,Bharat Electronics Ltd,Item Rate,552793.17,Track renewal works for Western Zone,INR,0
48932e18,2025-04-11,Ministry of Rural Development,GMR Infrastructure,Item Rate,181664.91,Road construction under PMGSY,INR,0
8540ca8a,2025-03-06,Ministry of Defence,Wipro Government Solutions,Consultancy,10106549.67,Procurement of spare parts for vehicles,INR,0
b3143e29,2026-01-04,CPWD (Central Public Works Department),Hindustan Construction Co,Lump Sum,66755723.76,Horticulture works for central vista,INR,0
7890605e,2025-09-07,Ministry of Defence,Reliance Infrastructure,EPC (Engineering Procurement Construction),336344.88,Maintenance of cantonment roads,INR,0
eb1958b1,2025-03-15,Ministry of Rural Development,Wipro Government Solutions,Consultancy,590313.97,Road construction under PMGSY,INR,0
15d7daa4,2025-12-13,Ministry of Rural Development,Wipro Government Solutions,Item Rate,314430.78,Water conservation project,INR,0
8db7fea8,2025-11-27,Ministry of Rural Development,Wipro Government Solutions,Item Rate,3297993.89,Road construction under PMGSY,INR,0
32755f53,2025-02-25,Ministry of Health & Family Welfare,GMR Infrastructure,Item Rate,54648.34,Hospital management works,INR,0
9e963220,2025-08-26,Ministry of Health & Family Welfare,Shapoorji Pallonji Group,Item Rate,3824261.16,Procurement of vaccines,INR,0
373ed4c5,2025-06-24,CPWD (Central Public Works Department),Wipro Government Solutions,Consultancy,1220690.79,Electrical maintenance of Shastri Bhawan,INR,0
cea1672d,2025-01-30,NHAI (National Highways Authority of India),Reliance Infrastructure,EPC (Engineering Procurement Construction),226470.83,Toll plaza operation and maintenance,INR,0
bd104d39,2025-09-06,Ministry of Rural Development,Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),285110.87,Road construction under PMGSY,INR,0
df0ba8fa,2025-12-11,NHAI (National Highways Authority of India),Wipro Government Solutions,Consultancy,301070.75,Road safety consultancy services,INR,0
3abdb567,2025-12-08,Ministry of Defence,Wipro Government Solutions,Consultancy,200000.0,Urgent supply - Vendor TBD,INR,1
b69ef5a3,2025-07-28,Ministry of Defence,Patanjali Ayurved,Consultancy,3338006.13,Procurement of spare parts for vehicles,INR,0
6f407611,2025-05-06,Ministry of Defence,Larsen & Toubro Ltd,Consultancy,5142704.33,Supply of high-altitude clothing,INR,0
21508247,2025-05-12,Ministry of Rural Development,Shapoorji Pallonji Group,Lump Sum,36778.16,Skill development training program,INR,0
3c1cd623,2025-07-11,Ministry of Health & Family Welfare,Hindustan Construction Co,EPC (Engineering Procurement Construction),1059662.26,Procurement of vaccines,INR,0
8a74cfea,2025-01-19,Ministry of Railways,Bharat Electronics Ltd,Item Rate,481092.85,Signalling modernization for New Delhi,INR,0
87d7abdf,2025-02-08,Ministry of Rural Development,Larsen & Toubro Ltd,Item Rate,2473683.43,Skill development training program,INR,0
5faf8804,2025-08-21,Ministry of Rural Development,Wipro Government Solutions,Lump Sum,708986.28,Water conservation project,INR,0
48dbafdc,2025-06-10,Ministry of Health & Family Welfare,Reliance Infrastructure,Consultancy,1021982.21,Procurement of vaccines,INR,0
4cd4220f,2025-02-05,Ministry of Railways,Larsen & Toubro Ltd,Consultancy,2209340.74,Procurement of rolling stock components,INR,0
7ee184ea,2025-12-22,Ministry of Rural Development,Bharat Electronics Ltd,Lump Sum,3200000.0,Miscellaneous liaisoning charges,INR,1
42faa744,2025-08-06,NHAI (National Highways Authority of India),Hindustan Construction Co,Consultancy,16290089.67,Emergency procurement of unspecified consumables,INR,1
a77182e8,2025-04-14,NHAI (National Highways Authority of India),Rail Vikas Nigam Ltd,Lump Sum,24135295.18,Toll plaza operation and maintenance,INR,0
6597ef85,2025-06-23,Ministry of Health & Family Welfare,Rail Vikas Nigam Ltd,Item Rate,18530675.31,Supply of medical equipment for AIIMS,INR,0
838b5a44,2025-12-29,NHAI (National Highways Authority of India),Rail Vikas Nigam Ltd,Item Rate,12545070.36,Toll plaza operation and maintenance,INR,0
774686f6,2025-05-07,CPWD (Central Public Works Department),Larsen & Toubro Ltd,Consultancy,3020878.53,Electrical maintenance of Shastri Bhawan,INR,0
8e5d56e8,2025-05-21,NHAI (National Highways Authority of India),Tata Projects Ltd,Consultancy,1609341.35,Road safety consultancy services,INR,0
f76d1680,2025-11-15,Ministry of Defence,GMR Infrastructure,Consultancy,5813201.37,Maintenance of cantonment roads,INR,0
1daa3735,2025-11-29,Ministry of Defence,GMR Infrastructure,EPC (Engineering Procurement Construction),4454388.49,Supply of high-altitude clothing,INR,0
ae1836e7,2025-10-03,Ministry of Defence,Shapoorji Pallonji Group,Lump Sum,1249582.86,Maintenance of cantonment roads,INR,0
f072e500,2025-10-12,NHAI (National Highways Authority of India),Wipro Government Solutions,Consultancy,1071057.53,Construction of 4-lane highway section Package-IV,INR,0
0fd4afb7,2025-05-05,NHAI (National Highways Authority of India),Wipro Government Solutions,Lump Sum,1375956.26,Toll plaza operation and maintenance,INR,0
d519c837,2025-06-24,Ministry of Health & Family Welfare,Adani Enterprises,Item Rate,321124.58,Hospital management works,INR,0
3719f7b3,2025-11-27,Ministry of Rural Development,Reliance Infrastructure,Item Rate,1350534.19,Skill development training program,INR,0
42e8e2c2,2025-03-04,NHAI (National Highways Authority of India),Tata Projects Ltd,Item Rate,827667.25,Construction of 4-lane highway section Phase-2,INR,0
1cce4c9c,2025-01-31,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,Consultancy,1588855.11,Electrical maintenance of Nirman Bhawan,INR,0
38d5154d,2025-11-20,Ministry of Health & Family Welfare,Wipro Government Solutions,Lump Sum,2227117.43,Procurement of vaccines,INR,0
edcd55ff,2025-10-12,Ministry of Railways,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),2522973.74,Procurement of rolling stock components,INR,0
0827e3e1,2025-07-17,NHAI (National Highways Authority of India),Wipro Government Solutions,Item Rate,7187532.99,Toll plaza operation and maintenance,INR,0
2b3ca2ba,2025-01-22,Ministry of Rural Development,Rail Vikas Nigam Ltd,Item Rate,134135.98,Road construction under PMGSY,INR,0
0575369f,2025-12-04,NHAI (National Highways Authority of India),Shapoorji Pallonji Group,Item Rate,5934616.9,Road safety consultancy services,INR,0
8a098080,2025-09-11,Ministry of Defence,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),6826182.03,Maintenance of cantonment roads,INR,0
172c4c8a,2025-05-03,Ministry of Health & Family Welfare,Larsen & Toubro Ltd,Item Rate,3052068.86,Supply of medical equipment for AIIMS,INR,0
3fb1dc1a,2025-04-25,CPWD (Central Public Works Department),Hindustan Construction Co,Item Rate,5023983.34,Horticulture works for central vista,INR,0
cd82e627,2025-01-27,Ministry of Defence,Wipro Government Solutions,Lump Sum,3028419.03,Maintenance of cantonment roads,INR,0
3ffbeda2,2025-04-08,CPWD (Central Public Works Department),Shapoorji Pallonji Group,Item Rate,244934.54,Electrical maintenance of Shastri Bhawan,INR,0
972410b1,2025-09-26,Ministry of Defence,Wipro Government Solutions,Consultancy,2417948.89,Maintenance of cantonment roads,INR,0
1c25c7d9,2025-07-19,Ministry of Health & Family Welfare,Infosys Ltd,Item Rate,3118582.98,Hospital management works,INR,0
baf3feba,2025-03-08,Ministry of Health & Family Welfare,Hindustan Construction Co,Lump Sum,447231.93,Procurement of vaccines,INR,0
308e40f9,2026-01-06,Ministry of Rural Development,Bharat Electronics Ltd,Consultancy,1098288.65,Water conservation project,INR,0
258df4dc,2025-11-04,Ministry of Rural Development,Tata Projects Ltd,Item Rate,106823.02,Road construction under PMGSY,INR,0
786e250e,2025-03-26,Ministry of Rural Development,Hindustan Construction Co,Consultancy,2588162.41,Skill development training program,INR,0
24be83eb,2025-08-30,Ministry of Health & Family Welfare,Tata Projects Ltd,Lump Sum,6318224.86,Supply of medical equipment for AIIMS,INR,0
232af813,2025-11-10,CPWD (Central Public Works Department),Tata Projects Ltd,Item Rate,2077740.85,Electrical maintenance of Shastri Bhawan,INR,0
23211b25,2025-03-13,Ministry of Rural Development,Rail Vikas Nigam Ltd,Item Rate,5345363.45,Road construction under PMGSY,INR,0
054a40fa,2025-09-20,Ministry of Defence,Patanjali Ayurved,Lump Sum,7849761.27,Supply of high-altitude clothing,INR,0
73b75d78,2025-08-27,Ministry of Railways,Hindustan Construction Co,Item Rate,28709406.36,Signalling modernization for Howrah,INR,0
62913e8e,2025-08-12,CPWD (Central Public Works Department),Hindustan Construction Co,Consultancy,1248631.56,Horticulture works for central vista,INR,0
f8f38fa5,2025-09-20,Ministry of Health & Family Welfare,Hindustan Construction Co,EPC (Engineering Procurement Construction),1257058.9,Hospital management works,INR,0
60155646,2025-05-28,CPWD (Central Public Works Department),GMR Infrastructure,Consultancy,457623.84,Renovation of government quarters,INR,0
33dbbd02,2025-03-26,Ministry of Health & Family Welfare,Larsen & Toubro Ltd,Lump Sum,439065.13,Procurement of vaccines,INR,0
b5649840,2025-12-25,CPWD (Central Public Works Department),Larsen & Toubro Ltd,Item Rate,1408685.31,Horticulture works for central vista,INR,0
a7d72f0c,2025-06-15,Ministry of Defence,Adani Enterprises,Item Rate,3950691.27,Procurement of spare parts for vehicles,INR,0
546bcfe3,2025-04-08,CPWD (Central Public Works Department),Wipro Government Solutions,Item Rate,2325522.61,Horticulture works for central vista,INR,0
38223661,2025-11-23,Ministry of Defence,Rail Vikas Nigam Ltd,Consultancy,556343.68,Supply of high-altitude clothing,INR,0
0e62a917,2025-03-08,Ministry of Health & Family Welfare,Tata Projects Ltd,Item Rate,14710681.05,Procurement of vaccines,INR,0
3a30747a,2025-09-10,CPWD (Central Public Works Department),Wipro Government Solutions,EPC (Engineering Procurement Construction),414531.87,Renovation of government quarters,INR,0
64c71e8c,2025-04-23,Ministry of Railways,Bharat Electronics Ltd,EPC (Engineering Procurement Construction),668377.01,Track renewal works for Eastern Zone,INR,0
9a66770b,2025-04-23,Ministry of Railways,Shapoorji Pallonji Group,Consultancy,675079.39,Procurement of rolling stock components,INR,0
d0f5f185,2025-01-12,Ministry of Rural Development,Larsen & Toubro Ltd,Lump Sum,2864089.41,Skill development training program,INR,0
b1733ddb,2025-08-04,CPWD (Central Public Works Department),GMR Infrastructure,EPC (Engineering Procurement Construction),945976.09,Renovation of government quarters,INR,0
8ce70b76,2025-03-18,Ministry of Railways,Patanjali Ayurved,Lump Sum,646334.01,Signalling modernization for Chennai Central,INR,0
ffb6840f,2025-10-19,Ministry of Defence,Tata Projects Ltd,Item Rate,3167060.64,Procurement of spare parts for vehicles,INR,0
f82fff4b,2025-12-07,Ministry of Health & Family Welfare,Hindustan Construction Co,Lump Sum,1018441.38,Supply of medical equipment for AIIMS,INR,0
0cba4b20,2025-09-01,Ministry of Defence,Tata Projects Ltd,EPC (Engineering Procurement Construction),1007258.87,Maintenance of cantonment roads,INR,0
2878c967,2025-05-27,CPWD (Central Public Works Department),Shapoorji Pallonji Group,Item Rate,14892041.63,Renovation of government quarters,INR,0
c9ec14ad,2025-08-20,CPWD (Central Public Works Department),Wipro Government Solutions,Consultancy,28781.77,Electrical maintenance of Shastri Bhawan,INR,0
359d44f6,2025-10-11,NHAI (National Highways Authority of India),Infosys Ltd,Item Rate,5670863.28,Construction of 4-lane highway section km 10-50,INR,0
b32332fa,2025-07-14,Ministry of Defence,Bharat Electronics Ltd,Item Rate,2158702.48,Procurement of spare parts for vehicles,INR,0
0ffc5b37,2025-12-22,NHAI (National Highways Authority of India),Larsen & Toubro Ltd,EPC (Engineering Procurement Construction),5127652.58,Road safety consultancy services,INR,0
adca3b2e,2025-12-08,Ministry of Defence,Shapoorji Pallonji Group,EPC (Engineering Procurement Construction),1994674.09,Supply of high-altitude clothing,INR,0
d703850f,2025-05-20,Ministry of Defence,Rail Vikas Nigam Ltd,Lump Sum,632910.52,Supply of high-altitude clothing,INR,0
9eeac1c6,2025-05-19,Ministry of Rural Development,GMR Infrastructure,Item Rate,817410.39,Road construction under PMGSY,INR,0
12031737,2025-11-17,NHAI (National Highways Authority of India),Patanjali Ayurved,EPC (Engineering Procurement Construction),355888.49,Road safety consultancy services,INR,0
8c54e00a,2025-07-02,CPWD (Central Public Works Department),Adani Enterprises,Lump Sum,6446438.27,Horticulture works for central vista,INR,0
8afd5945,2025-12-04,Ministry of Health & Family Welfare,Wipro Government Solutions,Item Rate,711468.3,Procurement of vaccines,INR,0
1b24eebb,2025-10-01,Ministry of Defence,Adani Enterprises,EPC (Engineering Procurement Construction),1517733.74,Supply of high-altitude clothing,INR,0
aad71f4b,2025-08-31,Ministry of Health & Family Welfare,Tata Projects Ltd,Consultancy,1213161.14,Procurement of vaccines,INR,0
ec09ef8d,2025-07-13,Ministry of Health & Family Welfare,Infosys Ltd,Consultancy,4562950.84,Supply of medical equipment for AIIMS,INR,0
f836f61d,2026-01-03,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),3918042.51,Electrical maintenance of Shastri Bhawan,INR,0
5f56da3b,2025-10-24,Ministry of Defence,Patanjali Ayurved,Consultancy,615657.37,Supply of high-altitude clothing,INR,0
e9e005a3,2025-02-04,Ministry of Defence,GMR Infrastructure,Consultancy,1137880.88,Procurement of spare parts for vehicles,INR,0
3de332a5,2025-07-19,Ministry of Railways,Reliance Infrastructure,Item Rate,148595.06,Procurement of rolling stock components,INR,0
3b269c81,2025-07-14,Ministry of Railways,Wipro Government Solutions,EPC (Engineering Procurement Construction),3322853.22,Track renewal works for Northern Zone,INR,0
f39bf917,2026-01-02,NHAI (National Highways Authority of India),Bharat Electronics Ltd,Consultancy,627445.43,Toll plaza operation and maintenance,INR,0
41310651,2025-06-11,Ministry of Railways,Reliance Infrastructure,EPC (Engineering Procurement Construction),176375.77,Signalling modernization for Mumbai CST,INR,0
5a10aecd,2025-10-14,NHAI (National Highways Authority of India),Tata Projects Ltd,Lump Sum,516598.12,Toll plaza operation and maintenance,INR,0
df3bc686,2025-02-06,Ministry of Railways,Adani Enterprises,Lump Sum,730946.15,Signalling modernization for Howrah,INR,0
b6aecd95,2025-02-09,CPWD (Central Public Works Department),Rail Vikas Nigam Ltd,EPC (Engineering Procurement Construction),607028.88,Horticulture works for central vista,INR,0
17b9a6c0,2025-06-07,Ministry of Health & Family Welfare,GMR Infrastructure,Item Rate,538779.23,Procurement of vaccines,INR,0
